Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-01-05,Perdu,primary_residence,,partner9,177,N'a jamais répondu (+5 appels),,,5
2019-03-19,Perdu,primary_residence,old,partner9,194,A répondu mais ne répond plus (+5 appels),,,5
2019-03-14,Perdu,rental_investment,old,partner9,223,Perdu contre autre courtier,2019-04-04,,5
2019-01-05,Perdu,primary_residence,,partner9,209,Perdu contre autre courtier,2019-03-27,,5
2019-01-30,Perdu,rental_investment,,partner9,185,Projet en recherche / Projet lointain,,,5
2019-02-18,Perdu,primary_residence,,partner9,117,Dossier non finançable,,,5
2019-01-06,Perdu,primary_residence,,partner9,138,N'a jamais répondu (+5 appels),,,5
2019-02-05,Perdu,rental_investment,,partner9,212,Dossier non finançable,,,5
2019-01-31,Perdu,primary_residence,,partner9,239,Projet arrêté,2019-03-20,,5
2019-01-07,Perdu,primary_residence,,partner9,187,Ne souhaite pas faire ce dossier,,,5
2019-02-04,Perdu,primary_residence,,partner9,133,A répondu mais ne répond plus (+5 appels),,,5
2019-01-31,Perdu,primary_residence,,partner9,198,Perdu contre autre courtier,,,5
2019-01-09,Perdu,rental_investment,,partner9,118,N'a jamais répondu (+5 appels),,,5
2019-01-28,Gagné,primary_residence,old,partner9,246,,,1,20
2019-03-01,Perdu,primary_residence,new,partner9,234,Dossier non finançable,,,5
2019-01-25,Gagné,rental_investment,old,partner9,129,,,1,20
2019-01-09,Perdu,primary_residence,,partner9,178,Projet arrêté,,,5
2019-03-16,Gagné,primary_residence,old,partner9,143,,,1,20
2019-03-12,Perdu,primary_residence,old,partner9,109,Perdu contre autre courtier,2019-04-05,,5
2019-01-23,Perdu,primary_residence,,partner9,160,,,,5
2019-02-09,Perdu,primary_residence,,partner9,148,Perdu contre autre courtier,,,5
2019-02-11,Perdu,primary_residence,,partner9,201,Projet arrêté,,,5
2019-02-05,Perdu,primary_residence,,partner9,164,Ne souhaite pas faire ce dossier,2019-04-04,,5
2019-02-22,Perdu,primary_residence,,partner9,236,,,,5
2019-02-16,Perdu,primary_residence,,partner9,234,Perdu contre autre banque,,,5
2019-02-24,Gagné,primary_residence,VEFA,partner9,100,,,1,20
2019-01-22,Perdu,primary_residence,,partner9,245,N'a jamais répondu (+5 appels),,,5
2019-03-28,Perdu,primary_residence,old,partner9,134,Perdu contre autre banque,2019-04-12,,5
2019-03-22,Perdu,primary_residence,old,partner9,155,N'a jamais répondu (+5 appels),2019-04-25,,5
2019-02-24,Perdu,primary_residence,old,partner9,172,Projet arrêté,,,5
2019-01-10,Gagné,primary_residence,old,partner9,206,,,1,20
2019-01-31,Perdu,primary_residence,,partner9,148,Perdu contre autre banque,,,5
2019-03-02,Gagné,primary_residence,old,partner9,245,,,1,20
2019-01-20,Perdu,primary_residence,,partner9,114,Dossier non finançable,,,5
2019-03-04,Gagné,primary_residence,old,partner9,192,,,1,20
2019-02-13,Perdu,primary_residence,,partner9,159,Faux email & numéro,,,5
2019-02-27,Perdu,primary_residence,old,partner9,212,Dossier non finançable,,,5
2019-03-05,Perdu,secondary_residence,old,partner9,129,Perdu contre autre courtier,2019-03-08,,5
2019-01-16,Perdu,primary_residence,,partner9,111,A répondu mais ne répond plus (+5 appels),,,5
2019-02-12,Perdu,primary_residence,,partner9,231,N'a jamais répondu (+5 appels),,,5
2019-01-05,Perdu,primary_residence,,partner9,158,N'a jamais répondu (+5 appels),,,5
2019-01-02,Perdu,rental_investment,old,partner9,190,A répondu mais ne répond plus (+5 appels),,,5
2019-03-10,Perdu,primary_residence,old,partner9,135,Projet en recherche / Projet lointain,2019-05-13,,5
2019-02-18,Gagné,primary_residence,old,partner9,174,,,1,20
2019-02-05,Gagné,primary_residence,new,partner9,134,,,1,20
2019-01-23,Perdu,primary_residence,,partner9,209,Perdu contre autre banque,2019-07-16,,5
2019-01-16,Perdu,primary_residence,old,partner9,178,Perdu contre autre banque,,,5
2019-01-30,Perdu,primary_residence,,partner9,175,Perdu contre autre banque,,,5
2019-02-01,Perdu,primary_residence,,partner9,207,Perdu contre autre courtier,,,5
2019-01-25,Perdu,primary_residence,,partner9,153,N'a jamais répondu (+5 appels),2019-06-25,,5
2019-03-19,Perdu,primary_residence,old,partner9,208,Perdu contre autre courtier,2019-06-20,,5
2019-01-28,Perdu,primary_residence,,partner9,202,Perdu contre autre courtier,,,5
2019-02-21,Perdu,primary_residence,land_construction,partner9,207,N'a jamais répondu (+5 appels),2019-06-18,,5
2019-03-10,Perdu,primary_residence,old,partner9,170,Perdu contre autre courtier,2019-03-19,,5
2019-01-09,Perdu,primary_residence,,partner9,171,Faux email & numéro,,,5
2019-01-02,Gagné,primary_residence,old,partner9,208,,,1,20
2019-02-06,Gagné,primary_residence,old,partner9,125,,,1,20
2019-02-04,Perdu,primary_residence,,partner9,168,Projet arrêté,,,5
2019-03-29,Gagné,rental_investment,old,partner9,140,,,1,20
2019-01-21,Perdu,primary_residence,,partner9,143,Dossier non finançable,,,5
2019-02-19,Perdu,primary_residence,,partner9,121,Perdu contre autre courtier,,,5
2019-03-27,Gagné,primary_residence,old,partner9,220,,,1,20
2019-01-04,Perdu,primary_residence,,partner9,234,N'a jamais répondu (+5 appels),,,5
2019-01-09,Perdu,primary_residence,,partner9,138,Dossier non finançable,,,5
2019-01-19,Gagné,primary_residence,old,partner9,227,,,1,20
2019-01-02,Gagné,primary_residence,old,partner9,234,,,1,20
2019-01-18,Perdu,primary_residence,,partner9,229,N'a jamais répondu (+5 appels),,,5
2019-01-06,Perdu,primary_residence,,partner9,198,Projet en recherche / Projet lointain,,,5
2019-01-06,Perdu,primary_residence,,partner9,245,Perdu contre autre courtier,,,5
2019-03-01,Perdu,primary_residence,VEFA,partner9,131,Dossier non finançable,,,5
2019-02-18,Perdu,primary_residence,,partner9,168,Projet arrêté,2019-05-16,,5
2019-03-09,Perdu,primary_residence,old,partner9,205,,2019-03-11,,5
2019-03-14,Perdu,rental_investment,VEFA,partner9,165,Perdu contre autre banque,2019-03-16,,5
2019-03-02,Perdu,primary_residence,new,partner9,194,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-02-10,Perdu,primary_residence,,partner9,243,N'a jamais répondu (+5 appels),,,5
2019-02-05,Perdu,primary_residence,,partner9,247,Faux email & numéro,,,5
2019-03-10,Perdu,primary_residence,old,partner9,101,Perdu contre autre banque,2019-03-14,,5
2019-02-15,Perdu,rental_investment,,partner9,231,Perdu contre autre banque,,,5
2019-01-02,Perdu,primary_residence,,partner9,243,Projet arrêté,2019-06-03,,5
2019-02-05,Perdu,primary_residence,old,partner9,212,Dossier non finançable,2019-04-11,,5
2019-02-10,Perdu,rental_investment,,partner9,244,Projet en recherche / Projet lointain,,,5
2019-01-18,Perdu,primary_residence,,partner9,171,Perdu contre autre courtier,,,5
2019-01-03,Perdu,rental_investment,,partner9,116,Projet en recherche / Projet lointain,2019-03-20,,5
2019-03-04,Perdu,primary_residence,old,partner9,197,Projet en recherche / Projet lointain,2019-03-06,,5
2019-01-28,Gagné,primary_residence,old,partner9,212,,2019-07-10,1,20
2019-03-03,Perdu,rental_investment,old,partner9,214,N'a jamais répondu (+5 appels),2019-07-03,,5
2019-02-26,Perdu,rental_investment,old,partner9,122,,,,5
2019-02-05,Perdu,primary_residence,,partner9,238,Perdu contre autre banque,,,5
2019-03-20,Perdu,primary_residence,old,partner9,110,A répondu mais ne répond plus (+5 appels),2019-06-18,,5
2019-01-05,Perdu,primary_residence,,partner9,169,A répondu mais ne répond plus (+5 appels),2019-05-23,,5
2019-01-23,Perdu,primary_residence,,partner9,187,Perdu contre autre courtier,,,5
2019-02-05,Gagné,primary_residence,old,partner9,155,,,1,20
2019-01-14,Perdu,primary_residence,,partner9,117,Projet en recherche / Projet lointain,,,5
2019-03-06,Gagné,primary_residence,old,partner9,177,,,1,20
2019-02-10,Perdu,primary_residence,,partner9,224,Projet en recherche / Projet lointain,,,5
2019-02-22,Perdu,primary_residence,,partner9,224,Faux email & numéro,,,5
2019-03-02,Gagné,primary_residence,old,partner9,239,,,1,20
2019-02-05,Gagné,rental_investment,old,partner9,192,,,1,20
2019-01-18,Perdu,primary_residence,,partner9,236,Dossier non finançable,,,5
2019-01-16,Perdu,primary_residence,,partner9,240,Dossier non finançable,,,5
2019-01-22,Perdu,primary_residence,,partner9,198,Ne souhaite pas faire ce dossier,2019-07-16,,5
2019-02-10,Perdu,primary_residence,,partner9,204,Faux email & numéro,,,5
2019-03-03,Perdu,rental_investment,old,partner9,199,Ne souhaite pas faire ce dossier,,,5
2019-01-29,Gagné,primary_residence,old,partner9,156,,,1,20
2019-03-25,Perdu,rental_investment,new,partner9,193,Client extrêmement difficile,2019-03-28,,5
2019-03-18,Perdu,rental_investment,old,partner9,159,Dossier non finançable,2019-03-26,,5
2019-02-14,Perdu,primary_residence,old,partner9,125,Perdu contre autre banque,,,5
2019-03-29,Perdu,rental_investment,old,partner9,178,Projet en recherche / Projet lointain,2019-07-24,,5
2019-03-16,Perdu,primary_residence,old,partner9,163,Projet arrêté,2019-04-18,,5
2019-02-09,Perdu,primary_residence,,partner9,125,Projet en recherche / Projet lointain,,,5
2019-03-25,Perdu,primary_residence,old,partner9,130,Projet arrêté,2019-04-05,,5
2019-02-28,Perdu,secondary_residence,land_construction,partner9,182,Dossier non finançable,,,5
2019-02-26,Perdu,primary_residence,VEFA,partner9,208,Projet en recherche / Projet lointain,,,5
2019-03-05,Perdu,primary_residence,old,partner9,109,Perdu contre autre banque,2019-04-04,,5
2019-01-05,Gagné,primary_residence,old,partner9,175,,,1,20
2019-01-29,Gagné,primary_residence,old,partner9,234,,,1,20
2019-03-18,Gagné,primary_residence,old,partner9,102,,,1,20
2019-02-18,Gagné,rental_investment,old,partner9,214,,,1,20
2019-02-11,Gagné,primary_residence,old,partner9,124,,,1,20
2019-02-25,Perdu,primary_residence,old,partner9,187,Projet en recherche / Projet lointain,,,5
2019-02-24,Gagné,primary_residence,old,partner9,171,,,1,20
2019-03-04,Perdu,primary_residence,old,partner9,226,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-03-13,Perdu,primary_residence,old,partner9,218,Perdu contre autre banque,2019-03-20,,5
2019-02-24,Perdu,primary_residence,old,partner9,226,Perdu contre autre courtier,2019-04-03,,5
2019-01-07,Perdu,rental_investment,,partner9,208,Dossier non finançable,,,5
2019-02-19,Perdu,primary_residence,,partner9,143,Perdu contre autre banque,,,5
2019-03-11,Gagné,primary_residence,old,partner9,191,,,1,20
2019-01-25,Perdu,primary_residence,,partner9,198,Ne souhaite pas faire ce dossier,,,5
2019-03-16,Perdu,primary_residence,old,partner9,193,Projet arrêté,2019-03-28,,5
2019-02-08,Perdu,primary_residence,old,partner9,192,Projet en recherche / Projet lointain,,,5
2019-02-20,Perdu,primary_residence,old,partner9,225,Dossier non finançable,2019-04-01,,5
2019-03-19,Perdu,secondary_residence,old,partner9,209,Projet arrêté,2019-03-20,,5
2019-02-09,Perdu,rental_investment,,partner9,166,Perdu contre autre banque,,,5
2019-01-10,Perdu,primary_residence,,partner9,220,Dossier non finançable,2019-04-03,,5
2019-01-24,Perdu,primary_residence,,partner9,244,Dossier non finançable,2019-07-22,,5
2019-02-18,Perdu,primary_residence,,partner9,172,Projet en recherche / Projet lointain,2019-05-06,,5
2019-03-08,Perdu,primary_residence,old,partner9,229,Projet arrêté,2019-03-30,,5
2019-03-11,Perdu,rental_investment,old,partner9,176,Perdu contre autre courtier,2019-03-26,,5
2019-03-13,Gagné,primary_residence,old,partner9,166,,,1,20
2019-02-13,Perdu,primary_residence,,partner9,107,Faux email & numéro,,,5
2019-02-22,Perdu,rental_investment,,partner9,125,Perdu contre autre banque,,,5
2019-03-16,Perdu,primary_residence,old,partner9,182,A répondu mais ne répond plus (+5 appels),2019-04-15,,5
2019-03-24,Perdu,primary_residence,old,partner9,220,N'a jamais répondu (+5 appels),2019-04-12,,5
2019-02-16,Perdu,rental_investment,,partner9,167,N'a jamais répondu (+5 appels),,,5
2019-02-24,Perdu,primary_residence,,partner9,178,Projet arrêté,,,5
2019-03-08,Perdu,primary_residence,old,partner9,196,Perdu contre autre courtier,2019-03-12,,5
2019-01-28,Perdu,primary_residence,,partner9,111,N'a jamais répondu (+5 appels),,,5
2019-01-16,Perdu,primary_residence,,partner9,140,Dossier non finançable,,,5
2019-01-31,Perdu,primary_residence,,partner9,242,Faux email & numéro,,,5
2019-02-17,Gagné,primary_residence,old,partner9,246,,,1,20
2019-02-06,Gagné,primary_residence,old,partner9,234,,,1,20
2019-02-02,Perdu,rental_investment,,partner9,102,N'a jamais répondu (+5 appels),,,5
2019-03-25,Gagné,primary_residence,old,partner9,244,,,1,20
2019-01-05,Perdu,primary_residence,,partner9,222,Projet en recherche / Projet lointain,,,5
2019-03-23,Gagné,primary_residence,old,partner9,111,,,1,20
2019-01-28,Perdu,primary_residence,,partner9,166,Perdu contre autre banque,,,5
2019-01-04,Perdu,primary_residence,old,partner9,199,Test,2019-07-03,,5
2019-03-06,Perdu,primary_residence,old,partner9,219,Perdu contre autre banque,2019-06-17,,5
2019-01-03,Perdu,primary_residence,,partner9,235,A répondu mais ne répond plus (+5 appels),,,5
2019-01-14,Gagné,primary_residence,old,partner9,208,,,1,20
2019-01-14,Perdu,primary_residence,,partner9,192,Dossier non finançable,,,5
2019-02-05,Perdu,rental_investment,,partner9,246,Client extrêmement difficile,,,5
2019-02-14,Perdu,rental_investment,,partner9,195,N'a jamais répondu (+5 appels),2019-06-24,,5
2019-02-05,Perdu,rental_investment,VEFA,partner9,150,Perdu contre autre banque,2019-04-03,,5
2019-02-23,Perdu,primary_residence,,partner9,129,Projet arrêté,2019-04-25,,5
2019-03-25,Perdu,primary_residence,old,partner9,243,A répondu mais ne répond plus (+5 appels),2019-09-24,,5
2019-01-06,Perdu,primary_residence,,partner9,212,Perdu contre autre courtier,,,5
2019-02-03,Perdu,primary_residence,,partner9,238,Perdu contre autre banque,,,5
2019-01-11,Perdu,primary_residence,old,partner9,233,A répondu mais ne répond plus (+5 appels),2019-06-06,,5
2019-01-01,Perdu,primary_residence,,partner9,214,Projet en recherche / Projet lointain,,,5
2019-01-09,Perdu,primary_residence,,partner9,104,Perdu contre autre banque,,,5
2019-02-12,Perdu,primary_residence,,partner9,102,Perdu contre autre banque,,,5
2019-01-19,Perdu,primary_residence,,partner9,188,N'a jamais répondu (+5 appels),,,5
2019-02-11,Perdu,primary_residence,,partner9,107,Faux email & numéro,,,5
2019-03-13,Perdu,primary_residence,old,partner9,197,Perdu contre autre courtier,2019-06-06,,5
2019-02-15,Gagné,primary_residence,old,partner9,108,,,1,20
2019-03-18,Perdu,primary_residence,old,partner9,125,A répondu mais ne répond plus (+5 appels),2019-04-29,,5
2019-01-28,Perdu,primary_residence,,partner9,165,N'a jamais répondu (+5 appels),,,5
2019-01-12,Perdu,primary_residence,,partner9,216,Ne souhaite pas faire ce dossier,,,5
2019-03-24,Perdu,primary_residence,old,partner9,134,N'a jamais répondu (+5 appels),2019-04-25,,5
2019-02-23,Perdu,primary_residence,,partner9,160,Projet arrêté,,,5
2019-03-17,Perdu,rental_investment,new,partner9,169,A répondu mais ne répond plus (+5 appels),2019-05-15,,5
2019-03-07,Perdu,primary_residence,old,partner9,111,A répondu mais ne répond plus (+5 appels),2019-05-09,,5
2019-01-04,Perdu,primary_residence,,partner9,133,Projet en recherche / Projet lointain,,,5
2019-02-07,Perdu,secondary_residence,,partner9,222,Projet en recherche / Projet lointain,,,5
2019-01-04,Perdu,primary_residence,,partner9,234,N'a jamais répondu (+5 appels),,,5
2019-01-14,Gagné,primary_residence,old,partner9,192,,,1,20
2019-03-27,Gagné,primary_residence,old,partner9,238,,,1,20
2019-02-10,Perdu,primary_residence,,partner9,162,Perdu contre autre banque,,,5
2019-01-04,Perdu,primary_residence,,partner9,139,Faux email & numéro,,,5
2019-01-15,Perdu,primary_residence,,partner9,160,Perdu contre autre courtier,2019-10-04,,5
2019-01-22,Perdu,primary_residence,,partner9,121,A répondu mais ne répond plus (+5 appels),2019-05-14,,5
2019-01-31,Perdu,primary_residence,,partner9,207,Projet en recherche / Projet lointain,2019-03-21,,5
2019-01-30,Perdu,primary_residence,,partner9,216,Perdu contre autre banque,2019-04-24,,5
2019-03-16,Perdu,rental_investment,old,partner9,204,N'a jamais répondu (+5 appels),2019-03-28,,5
2019-01-02,Gagné,primary_residence,old,partner9,215,,,1,20
2019-02-27,Perdu,primary_residence,old,partner9,139,Dossier non finançable,,,5
2019-03-13,Perdu,primary_residence,land_construction,partner9,212,Perdu contre autre banque,2019-07-01,,5
2019-03-13,Perdu,primary_residence,old,partner9,234,Projet arrêté,,,5
2019-02-19,Gagné,primary_residence,old,partner9,246,,,1,20
2019-02-11,Perdu,primary_residence,,partner9,234,A répondu mais ne répond plus (+5 appels),,,5
2019-03-15,Perdu,primary_residence,old,partner9,206,A répondu mais ne répond plus (+5 appels),2019-09-16,,5
2019-02-14,Perdu,rental_investment,old,partner9,129,Ne souhaite pas faire ce dossier,2019-04-17,,5
2019-02-12,Perdu,primary_residence,,partner9,202,Dossier non finançable,,,5
2019-02-26,Perdu,primary_residence,old,partner9,206,Perdu contre autre courtier,2019-05-14,,5
2019-01-14,Perdu,primary_residence,,partner9,112,N'a jamais répondu (+5 appels),,,5
2019-02-17,Perdu,primary_residence,,partner9,133,Projet arrêté,,,5
2019-03-27,Gagné,primary_residence,old,partner9,175,,,1,20
2019-01-21,Perdu,rental_investment,,partner9,139,Perdu contre autre banque,2019-03-14,,5
2019-02-05,Perdu,primary_residence,,partner9,137,Projet en recherche / Projet lointain,,,5
2019-02-24,Perdu,primary_residence,old,partner9,147,,,,5
2019-01-17,Perdu,rental_investment,,partner9,161,Dossier non finançable,,,5
2019-02-06,Perdu,rental_investment,,partner9,191,Projet en recherche / Projet lointain,2019-07-23,,5
2019-01-31,Perdu,primary_residence,land_construction,partner9,159,Dossier non finançable,2019-04-11,,5
2019-01-29,Perdu,primary_residence,,partner9,227,A répondu mais ne répond plus (+5 appels),,,5
2019-01-06,Perdu,primary_residence,,partner9,194,N'a jamais répondu (+5 appels),2019-04-03,,5
2019-02-05,Perdu,primary_residence,,partner9,156,Perdu contre autre banque,,,5
2019-02-20,Perdu,primary_residence,,partner9,116,Dossier non finançable,,,5
2019-02-10,Perdu,primary_residence,,partner9,157,N'a jamais répondu (+5 appels),,,5
2019-01-29,Perdu,primary_residence,,partner9,233,Perdu contre autre banque,2019-04-16,,5
2019-01-24,Perdu,primary_residence,,partner9,236,Projet en recherche / Projet lointain,2019-07-16,,5
2019-02-05,Perdu,primary_residence,,partner9,156,N'a jamais répondu (+5 appels),,,5
2019-02-05,Perdu,primary_residence,,partner9,207,N'a jamais répondu (+5 appels),,,5
2019-01-29,Perdu,primary_residence,,partner9,131,Dossier non finançable,,,5
2019-03-14,Perdu,primary_residence,land_construction,partner9,247,Perdu contre autre courtier,,,5
2019-03-25,Gagné,rental_investment,old,partner9,188,,,1,20
2019-02-22,Perdu,primary_residence,old,partner9,165,Projet arrêté,2019-06-05,,5
2019-02-27,Perdu,primary_residence,VEFA,partner9,245,Perdu contre autre banque,2019-03-11,,5
2019-03-09,Perdu,primary_residence,old,partner9,104,Dossier non finançable,2019-04-09,,5
2019-01-24,Perdu,rental_investment,,partner9,115,Ne souhaite pas faire ce dossier,,,5
2019-02-05,Gagné,primary_residence,old,partner9,146,,,1,20
2019-03-19,Perdu,primary_residence,old,partner9,204,N'a jamais répondu (+5 appels),2019-07-31,,5
2019-03-23,Perdu,primary_residence,new,partner9,174,Perdu contre autre courtier,2019-04-01,,5
2019-01-19,Perdu,rental_investment,,partner9,166,Perdu contre autre courtier,,,5
2019-02-16,Perdu,primary_residence,,partner9,204,N'a jamais répondu (+5 appels),,,5
2019-01-22,Perdu,primary_residence,,partner9,185,Projet arrêté,,,5
2019-02-10,Perdu,primary_residence,,partner9,187,Faux email & numéro,,,5
2019-03-11,Perdu,primary_residence,old,partner9,227,Perdu contre autre banque,2019-06-22,,5
2019-03-15,Gagné,primary_residence,old,partner9,247,,,1,20
2019-02-03,Perdu,rental_investment,,partner9,109,N'a jamais répondu (+5 appels),,,5
2019-01-10,Perdu,primary_residence,old,partner9,235,N'a jamais répondu (+5 appels),2019-05-10,,5
2019-02-05,Perdu,primary_residence,,partner9,192,A répondu mais ne répond plus (+5 appels),2019-06-11,,5
2019-02-03,Perdu,primary_residence,,partner9,188,A répondu mais ne répond plus (+5 appels),,,5
2019-01-07,Perdu,primary_residence,,partner9,162,Faux email & numéro,,,5
2019-01-10,Perdu,primary_residence,,partner9,142,Dossier non finançable,,,5
2019-03-02,Gagné,primary_residence,old,partner9,221,,,1,20
2019-01-03,Perdu,rental_investment,,partner9,234,N'a jamais répondu (+5 appels),,,5
2019-01-31,Gagné,primary_residence,old,partner9,108,,,1,20
2019-01-15,Perdu,primary_residence,,partner9,186,Projet en recherche / Projet lointain,,,5
2019-01-03,Perdu,primary_residence,,partner9,163,N'a jamais répondu (+5 appels),,,5
2019-03-09,Gagné,primary_residence,old,partner9,150,,,1,20
2019-03-02,Perdu,rental_investment,old,partner9,250,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-01-29,Perdu,primary_residence,,partner9,170,Test,2019-03-28,,5
2019-02-06,Perdu,primary_residence,,partner9,144,N'a jamais répondu (+5 appels),,,5
2019-03-14,Perdu,rental_investment,old,partner9,145,Perdu contre autre courtier,2019-03-21,,5
2019-01-10,Perdu,primary_residence,,partner9,203,Dossier non finançable,,,5
2019-03-18,Perdu,primary_residence,land_construction,partner9,110,Dossier non finançable,2019-04-01,,5
2019-01-25,Gagné,primary_residence,old,partner9,134,,,1,20
2019-03-02,Perdu,rental_investment,old,partner9,145,Projet arrêté,2019-03-07,,5
2019-02-02,Perdu,primary_residence,,partner9,138,Faux email & numéro,,,5
2019-03-09,Perdu,primary_residence,old,partner9,197,N'a jamais répondu (+5 appels),2019-04-05,,5
2019-01-23,Perdu,primary_residence,,partner9,203,Perdu contre autre banque,,,5
2019-01-30,Perdu,primary_residence,,partner9,227,Dossier non finançable,,,5
2019-01-05,Perdu,primary_residence,,partner9,175,Perdu contre autre courtier,2019-03-20,,5
2019-02-08,Perdu,primary_residence,,partner9,233,A répondu mais ne répond plus (+5 appels),,,5
2019-01-14,Gagné,primary_residence,old,partner9,205,,,1,20
2019-02-18,Perdu,primary_residence,,partner9,177,Perdu contre autre banque,,,5
2019-01-29,Perdu,primary_residence,old,partner9,142,Perdu contre autre banque,2019-08-13,,5
2019-02-25,Perdu,primary_residence,old,partner9,234,Perdu contre autre banque,2019-04-01,,5
2019-02-10,Perdu,primary_residence,,partner9,110,Dossier non finançable,,,5
2019-02-26,Perdu,primary_residence,old,partner9,247,Perdu contre autre banque,,,5
2019-01-23,Gagné,primary_residence,old,partner9,118,,,1,20
2019-01-27,Perdu,rental_investment,old,partner9,207,Dossier non finançable,2019-09-17,,5
2019-01-20,Perdu,rental_investment,,partner9,117,N'a jamais répondu (+5 appels),,,5
2019-02-11,Perdu,primary_residence,,partner9,119,Projet en recherche / Projet lointain,2019-04-17,,5
2019-03-19,Perdu,secondary_residence,old,partner9,245,Perdu contre autre banque,2019-07-04,,5
2019-02-13,Perdu,rental_investment,old,partner9,104,Dossier non finançable,2019-07-11,,5
2019-02-20,Perdu,primary_residence,old,partner9,195,A répondu mais ne répond plus (+5 appels),2019-08-05,,5
2019-02-09,Perdu,rental_investment,,partner9,244,N'a jamais répondu (+5 appels),,,5
2019-02-07,Perdu,primary_residence,,partner9,248,A répondu mais ne répond plus (+5 appels),,,5
2019-01-05,Perdu,rental_investment,,partner9,209,Dossier non finançable,,,5
2019-02-20,Perdu,primary_residence,,partner9,159,Dossier non finançable,2019-03-15,,5
2019-02-02,Perdu,primary_residence,,partner9,216,Perdu contre autre courtier,,,5
2019-02-03,Perdu,primary_residence,,partner9,147,Faux email & numéro,,,5
2019-03-05,Perdu,primary_residence,old,partner9,109,N'a jamais répondu (+5 appels),2019-03-15,,5
2019-02-08,Perdu,rental_investment,,partner9,109,Dossier non finançable,,,5
2019-02-25,Perdu,primary_residence,old,partner9,224,Perdu contre autre banque,2019-03-15,,5
2019-01-24,Perdu,primary_residence,,partner9,153,Perdu contre autre banque,,,5
2019-03-28,Perdu,primary_residence,old,partner9,231,Dossier non finançable,2019-03-28,,5
2019-03-07,Perdu,primary_residence,new,partner9,211,A répondu mais ne répond plus (+5 appels),2019-06-11,,5
2019-03-18,Perdu,rental_investment,old,partner9,240,Projet arrêté,2019-03-29,,5
2019-03-06,Perdu,primary_residence,old,partner9,106,A répondu mais ne répond plus (+5 appels),2019-08-19,,5
2019-01-07,Perdu,primary_residence,old,partner9,113,N'a jamais répondu (+5 appels),2019-04-25,,5
2019-03-21,Perdu,rental_investment,VEFA,partner9,179,Perdu contre autre banque,2019-06-15,,5
2019-01-12,Perdu,primary_residence,,partner9,150,A répondu mais ne répond plus (+5 appels),,,5
2019-02-11,Perdu,primary_residence,,partner9,106,Perdu contre autre courtier,,,5
2019-01-11,Perdu,primary_residence,,partner9,138,Projet en recherche / Projet lointain,2019-06-04,,5
2019-01-06,Perdu,primary_residence,,partner9,119,Projet arrêté,2019-03-27,,5
2019-02-21,Perdu,primary_residence,,partner9,237,Test,,,5
2019-02-14,Perdu,primary_residence,,partner9,177,Perdu contre autre banque,,,5
2019-02-20,Perdu,primary_residence,,partner9,212,N'a jamais répondu (+5 appels),,,5
2019-02-06,Perdu,primary_residence,old,partner9,248,Perdu contre autre banque,2019-06-13,,5
2019-02-04,Perdu,primary_residence,,partner9,229,Dossier non finançable,,,5
2019-02-16,Perdu,primary_residence,old,partner9,147,A répondu mais ne répond plus (+5 appels),2019-04-10,,5
2019-03-09,Perdu,primary_residence,VEFA,partner9,107,Projet arrêté,2019-03-30,,5
2019-01-28,Perdu,primary_residence,,partner9,109,N'a jamais répondu (+5 appels),,,5
2019-01-30,Perdu,primary_residence,,partner9,103,Perdu contre autre banque,,,5
2019-03-11,Perdu,rental_investment,VEFA,partner9,121,Perdu contre autre courtier,2019-03-12,,5
2019-02-28,Perdu,primary_residence,land_construction,partner9,102,Projet en recherche / Projet lointain,2019-05-27,,5
2019-02-14,Perdu,primary_residence,,partner9,248,Client extrêmement difficile,,,5
2019-02-05,Perdu,rental_investment,,partner9,188,A répondu mais ne répond plus (+5 appels),2019-05-20,,5
2019-01-27,Gagné,primary_residence,old,partner9,100,,,1,20
2019-03-16,Perdu,primary_residence,old,partner9,185,A répondu mais ne répond plus (+5 appels),2019-07-31,,5
2019-01-15,Perdu,rental_investment,,partner9,122,Projet en recherche / Projet lointain,2019-04-15,,5
2019-02-05,Perdu,rental_investment,,partner9,244,Perdu contre autre banque,2019-03-22,,5
2019-03-01,Perdu,rental_investment,old,partner9,243,Dossier non finançable,2019-03-05,,5
2019-01-26,Perdu,secondary_residence,,partner9,212,Perdu contre autre banque,2019-04-02,,5
2019-03-16,Perdu,primary_residence,old,partner9,123,N'a jamais répondu (+5 appels),2019-04-29,,5
2019-02-05,Perdu,rental_investment,,partner9,199,Perdu contre autre banque,,,5
2019-02-22,Perdu,primary_residence,,partner9,223,,,,5
2019-02-08,Perdu,primary_residence,,partner9,152,Dossier non finançable,,,5
2019-01-29,Gagné,primary_residence,old,partner9,195,,,1,20
2019-01-18,Perdu,primary_residence,,partner9,188,N'a jamais répondu (+5 appels),,,5
2019-01-27,Perdu,rental_investment,,partner9,215,Projet arrêté,,,5
2019-01-12,Perdu,primary_residence,land_construction,partner9,161,Dossier non finançable,2019-04-23,,5
2019-02-23,Perdu,primary_residence,,partner9,243,Projet arrêté,2019-07-18,,5
2019-02-05,Perdu,primary_residence,old,partner9,249,Projet arrêté,2019-05-21,,5
